postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
15200,https://api.github.com/repos/golang/go/issues/15200,issue,crypto tls expos signatur algorithm clienthelloinfo,extens provid tls clienthello use exist hook choos certif chain rsa ecdsa signatur expos cc,need look alreadi includ offer cipher suit curv point format elabor tls cipher suit specifi certif format cipher suit ecdsa certif code smart enough try select rsa cipher suit hand ecdsa certif make sens thank,7,19,crypt|tls|signature|certificate|rsa|ecdsa|cipher,57,0.3333333333333333,0.3611568510532379
1554,https://api.github.com/repos/HelloZeroNet/ZeroNet/issues/1554,issue,obtain user public key given address,know address site user hash public key therefor point ellipt curv cannot recov alon want know function zeronet allow user public key think one method mandatori public key order verifi signatur ecdsa,possibl recov public key address hash public key recov public key signitur verif done signitur public key address opposit possibl thank found method exactli,5,14,public key|hash|signing|signature|ecdsa,63,0.2222222222222222,0.36048898100852966
648,https://api.github.com/repos/Kotlin/anko/issues/648,issue,anko sqlite encrypt,hi develop applic anko sqlite know encrypt databas sqlcipher manual encrypt data ad databas,,2,4,encrypt|cipher,18,0.2222222222222222,0.3603864312171936
586,https://api.github.com/repos/Blankj/AndroidUtilCode/issues/586,issue,encryptutil rsa,encryptutil decryptrsa encryptutil encryptrsa,w system err java secur nosuchalgorithmexcept provid found rsa cbc pkc pad w system err javax crypto cipher createciph cipher java javax crypto cipher getinst cipher java com blankj utilcod util encryptutil rsatempl encryptutil java com blankj utilcod util encryptutil encryptrsa encryptutil java rsa rsa key val publickey miibijanbgkqhkig w baqefaaocaq amiibcgkcaqeaichgtep qfswnvn zaqrgghm vedzljuezghgxh syrufniw zeft rws bzu mpxjwavoyxabjohluckdhxkncsgewz gsa dl gczr nnn nlzmnbsjfnzvstjybl qsr rxfe dm upss fm ftej p ymvpsg qkix xvi f uwxrciib u utozxiplmoo uham w kjpz ni btjgqhrbqb ebszyl nffnjqabe xyvxawdsanjgfj wbqbeug fbs nqfvpizr z ae ndi eskv hfmwpkxaipz blrk xhmabtuspwidaqab val privatekey miievwibadanbgkqhkig w baqefaascbkkwggslageaaoibaqcjyezmq rawzc f kbcuayczxv nksm magdghh ljfr chb n pvwvblhtlszuw enbq leaek cu yr desckwyrbpvycwdopt xwajlhb ec xoy tkmwfo xmlggvlzypkvflfcut omzu xlwwbyj rkw nynbiy lkdvzcqhfzg juxw betyigh u ojpeimuw jhrq ecbdb qonpeelzu maodfupvd tjnkx cv enbof dfjxebynjqeoawp bupt ugz davu hlh protk lmjd krxscwzamtfqi nqeterdccxog knagmbaaecggebaipz b ztmtigdeja lh q nbn gc yrpset ubd rkt iemzbhqbzaqxgoguirv n nxsun sf b iojllerimh agnzmaul yokh g qu wzl gxbf xmmd ssz aadaebfyoxnqzchtclnogffwvx qrnd sornh olbevvoe aqhlt xez tecf fje rf fuibw ioirzv ir l vm k jodukdc luj tl nl eg emkycmg bip naatsfjpblmf xdpnjlboiffjgkvbojb vl bcoltwett gkmpi sr te ox df bp xn eecgyea tnuraqsh nbbkwftuhx yxt p wbspfbymiawf lkk tb chsun lhyxjdzzxk tgqc eiq v ra jy csxoqv rzkb e wszejhiejpdu vfnpzh iayhswim fmukzkowsvc szrbxai smsn lxyok vbs scgyeapxez gjuu zl ur hdfi nxpkxqrph hvyjzjt vtezwtlxt vcinpwnxh f mzhxirlki jmcscah duu afxnqvpuyfvt uaqbylvwbtkcgzyeaxhfrbfcyeu jm sfwmiig hklihtptjezqux kkwr cdaz ucgyeah pl k qzvc yc jmetntnlywvksvdnkuw nzvytsukndh nlhfr hos xwnudd hcjajds yf lufmr xdoxntb igrfxu jlwbfu geuqnaadyactxhmflepc c zj fxacdvjsrn jgtzangt ecrt wc kcgyeagf gmjxlw jxb r xl whj kcrspteiinqnkrc dr ol kvimdz vddobn plxzz jzxd plhgu gp q glhadx cnm glhtuca xllwvjm wggzrpguqir ibk c mr ius uq e nkrf adhst cgyam tvl u mpbbz yzdv qpepz pglgdfxqfr okxa jnhqtzjsq b oclgvirbo f f iukk n auilltp rrzhi cfq p iaxl pcxjfumvixqd u utfpnxrytw qnaksfufn yzkdgvc vhryjyaeemavlbdjocw base key int maxlen isencrypt,6,27,encrypt|crypt|rsa|security|cbc|cipher,339,0.07964601769911504,0.3601498305797577
9775,https://api.github.com/repos/netty/netty/issues/9775,issue,unsupport cipher suit ecdh ecdsa aes sha ecdh ecdsa aes sha,expect behavior problem upgrad netti final netti tcnativ boringssl static final netti final netti tcnativ boringssl static final error stack ssl getciph ssl final final version openssl java class return differ data final ssl getciph ssl return follow data includ ecdh ecdsa aes sha final ssl getciph ssl return follow data exclus ecdh ecdsa aes sha netti version netti final netti tcnativ boringssl static final jvm version e g java version java tm se runtim environ build b java hotspot tm bit server vm build b mix mode os version e g darwin bogon darwin kernel version thu dec pst root xnu releas x x openssl c,expect boringssl support cipher anymor cc want tls ecdh ecdsa aes gcm sha openssl call ecdh ecdsa aes gcm sha version without gcm legaci cbc mode cipher construct wrong see lucki attack aes gcm secur faster chip hardwar support ghash workaround necessari mitig lucki cost signific slowdown cipher suit high byte overhead second sha cousin cipher suit terribl thank thank,12,44,cipher|ecdsa|aes|sha|ssl|openssl|tls|cbc|attack|security|hash|signing,179,0.24581005586592178,0.3582577407360077
13381,https://api.github.com/repos/rancher/rancher/issues/13381,issue,question rke ingress certif base,hello rke config file cert key field base ingress data tls crt tls key must add begin privat key end privat key base cert key content,last document updat exampl close issu,3,5,certificate|tls|private key,38,0.13157894736842105,0.3580373227596283
16574,https://api.github.com/repos/electron/electron/issues/16574,pr,fix expos ripemd hash boringssl backport x,backport see pr detail note restor support ripemd digest lost switch openssl boringssl,releas note persist restor support ripemd digest lost switch openssl boringssl,2,3,hash|openssl,32,0.09375,0.35686933994293213
16572,https://api.github.com/repos/electron/electron/issues/16572,pr,fix expos ripemd hash boringssl backport x,backport see pr detail note restor support ripemd digest lost switch openssl boringssl,releas note persist restor support ripemd digest lost switch openssl boringssl,2,3,hash|openssl,32,0.09375,0.3568370044231415
638,https://api.github.com/repos/containous/traefik/issues/638,issue,acm storag file contain privat key word readabl,realiz storag file contain letsencrypt privat key world,,2,3,private key|encrypt,17,0.17647058823529413,0.3561983108520508
5941,https://api.github.com/repos/Kong/kong/issues/5941,pr,chore dep bump lua resti openssl,summari feat cipher aead mode authent pkey support one shot sign verifi ed ed key pkey support key deriv ec x x key pkey output pkey der jwk format pkey load ec key jwk format pkey paramet ec key pkey load rsa key jwk format pkey add function rsa paramet fix add prefix error messag fix x fail soft crl,,5,6,openssl|cipher|authentication|signing|rsa,67,0.08955223880597014,0.35342541337013245
2189,https://api.github.com/repos/bcit-ci/CodeIgniter/issues/2189,pr,add integr verif use hmac pkc pad encrypt routin,seri commit add hmac authent integr valid add messag encrypt use encrypt php librari remov permut nois featur obsolet hmac add pkc messag pad,pleas see comment hmac link new altern encrypt librari pad includ new encrypt librari merg develop branch supersed pr,5,13,integrity|hmac|encrypt|authentication|validate,53,0.24528301886792453,0.35305050015449524
32108,https://api.github.com/repos/golang/go/issues/32108,issue,x crypto ssh fail connect use keyboard interact auth method,enabl debug handshak pleas let know issu abl login machin use normal ssh shell command password client sent ssh kexinitmsg curv sha ecdh sha nistp ecdh sha nistp ecdh sha nistp diffi hellman group sha diffi hellman group sha ssh rsa cert v ssh dss cert v ecdsa sha nistp cert v ecdsa sha nistp cert v ecdsa sha nistp cert v ssh ed cert v ecdsa sha nistp ecdsa sha nistp ecdsa sha nistp ssh rsa ssh dss ssh ed aes gcmchacha poli aes ctr aes ctr aes ctr aes gcmchacha poli aes ctr aes ctr aes ctr hmac sha etmhmac sha hmac sha hmac sha hmac sha etmhmac sha hmac sha hmac sha none none fals client got ssh kexinitmsg curv sha ecdh sha nistp ecdh sha nistp ecdh sha nistp diffi hellman group exchang sha diffi hellman group sha ssh rsa rsa sha rsa sha ecdsa sha nistp ssh ed aes gcmae gcmae ctr aes ctr aes ctr aes cbc aes cbc aes cbc aes gcmae gcmae ctr aes ctr aes ctr aes cbc aes cbc aes cbc hmac sha hmac sha hmac sha hmac sha hmac sha hmac sha none zlib none zlib fals client enter key exchang client exit key exchang first true err client sent ssh servicerequestmsg ssh userauth client got ssh serviceacceptmsg ssh userauth client sent ssh userauthrequestmsg ananayak ssh connect none client got ssh userauthfailuremsg publickey keyboard interact fals client sent ssh userauthrequestmsg ananayak ssh connect keyboard interact client got ssh pars error messag type client sent ssh pars error messag type client got ssh pars error messag type client sent ssh userauthgssapitoken client got ssh userauthfailuremsg publickey keyboard interact fals panic fail dial ssh handshak fail ssh unabl authent attempt method none keyboard interact support method remain,provid code tri run cc anyth miss show direct work around client got ssh pars error messag type client sent ssh pars error messag type client got ssh pars error messag type client sent ssh userauthgssapitoken keyboard interact back forth twice userauthgssapitoken print prompt mayb give clue go answer aaa f fa c daa bd replac guess real password sure char password caus problem exampl abl login manual use password print prompt,12,133,crypt|ssh|sha|login|password|diffie hellman|rsa|ecdsa|aes|hmac|cbc|authentication,379,0.35092348284960423,0.3530285060405731
4526,https://api.github.com/repos/gogs/gogs/issues/4526,issue,sshkeygenparsepublickey invalid public key line,ssh sshkeygenparsepublickey invalid public key line ssh key go ssh keygen c b xb b e id rsa pub c b xb b e id rsa pub rsa,hi pleas read issu templat,4,12,ssh|validate|public key|rsa,39,0.3076923076923077,0.35229045152664185
14655,https://api.github.com/repos/grpc/grpc/issues/14655,pr,updat default cipher suit support ecdsa,changeset add basic ecdsa support default grpc cipher specif follow cipher ad ecdh key exchang ecdsa aes gcm ecdsa aes gcm rel safe chang consid suit part latest standard tls suit v present addit attack surfac similar rsa algorithm plu side ecc base algorithm see perform improv mobil cpu constrain platform without correspond loss messag integr secur new cipher suit order chang add ecc preserv exist prioriti bit symmetr cipher ecdsa aes gcm rsa aes gcm ecdsa aes gcm rsa aes gcm stop short ad poli chacha suit cipher know grpc core author origin intent exist cipher line happi updat pr support well interest,thank pull request look contribut need ensur contributor cover contributor licens agreement follow item address pleas respond new comment autom system verifi user cover cla need complet form github bot close reopen grpc grpc,10,28,cipher|ecdsa|aes|safe|tls|attack|rsa|integrity|security|authorise,145,0.19310344827586207,0.35197582840919495
405,https://api.github.com/repos/shadowsocks/shadowsocks-windows/issues/405,pr,add chacha ietf support updat libsscrypto,chacha extend bit nonc bit counter implement crypto stream chacha ietf libsodium pleas refer detail open pr libsscrypto project soon sign syron wong wong syron,merg thank,3,5,crypt|nonce|signing,34,0.14705882352941177,0.35175976157188416
655,https://api.github.com/repos/inconshreveable/ngrok/issues/655,issue,ad public key author key still permiss deni public key,ad public key author key still permiss deni public key hi tri ssh remot machin ad local machin public key remot author key still permiss deni public key tri reconfigur hour without abl fix advic bm,,3,10,public key|authorise|ssh,47,0.2127659574468085,0.3493560552597046
5400,https://api.github.com/repos/envoyproxy/envoy/issues/5400,issue,remov sha cipher suit default server side,intent remov remain sha cipher suit e default cipher suit server side chang affect deploy use default cipher suit e configur accept incom connect use cipher suit work envoy v newer eta e late,,2,7,sha|cipher,42,0.16666666666666666,0.3492456078529358
3724,https://api.github.com/repos/realm/realm-cocoa/issues/3724,issue,realm encrypt appl commoncrypto modul,struggl figur exactli flavor encrypt realm support someon tell use commoncrypto hood encrypt decrypt data write disk thank excit realm,commoncrypto appl platform openssl android implement aes sha hesit let us know question kind aes mode use encrypt cbc ctr encrypt done kb block block use uniqu counter iv cbc within block thank pad scheme pkc realm file format requir pad,6,15,encrypt|crypt|openssl|aes|sha|cbc,67,0.22388059701492538,0.3490924537181854
1824,https://api.github.com/repos/bilibili/ijkplayer/issues/1824,issue,play appl hls stream encrypt use aes,play appl hls stream encrypt use aes ijkplay,compil ijkplay remov disabl protocol crypto config modul lite sh recompil,3,5,encrypt|crypt|aes,27,0.18518518518518517,0.34808820486068726
13675,https://api.github.com/repos/bitcoin/bitcoin/issues/13675,issue,master key encrypt privat key,encrypt wallet use master key encrypt privat key directli key deriv base wallet passphras,user chosen pass phrase often littl entropi chang passphras futur usual issu tracker use track technic issu relat bitcoin core code base keep mind gener bitcoin question support request best direct bitcoin,2,5,encrypt|private key,52,0.09615384615384616,0.3480803668498993
957,https://api.github.com/repos/PHPMailer/PHPMailer/issues/957,issue,forc specif cipher tls,hello possibl forc specif cipher phpmailer use tlsv cipher ecdh rsa aes gcm sha chang tlsv cipher ecdh rsa aes gcm sha thank help,phpmailer specifi particular cipher use php openssl default abl request specif cipher use ssloption properti see troubleshoot guid howev bear mind well configur tls server permit client choos cipher anyway help thank disabl aes phpmailer use cipher expect postfix config entri smtpd tls mandatori exclud cipher anul enul des des md des md rc aes one question want disabl aes significantli less secur scenario actual better demonstr aes appli aes know thought aes better aes studi weak aes,8,31,cipher|tls|rsa|aes|sha|openssl|signing|security,107,0.2897196261682243,0.348050981760025
3062,https://api.github.com/repos/signalapp/Signal-Android/issues/3062,issue,option make encrypt backup miss backup key,tri export key sms encrypt folder describ respect support make backup key set messag go main convers view tap textsecur logo top left screen tap import export option choos export tab tap export encrypt backup export encrypt backup option miss though key export featur remov textsecur altogeth option export key e migrat anoth phone,option miss long time alreadi root titanium backup backup key root done mayb someon access wiki updat section,2,6,encrypt|security,80,0.075,0.3480028808116913
9070,https://api.github.com/repos/hashicorp/vault/issues/9070,pr,add miss algorithm aes gcm ecdsa p ecdsa p ui,issu describ solv,,2,3,aes|ecdsa,14,0.21428571428571427,0.3478565514087677
29793,https://api.github.com/repos/golang/go/issues/29793,issue,crypto tls negoti rsa pss algorithm big key,weird non go client prefer minimum key size bit support minimum key size bit fail connect go server certif bit key refus negoti paramet alreadi know support certif key see,make sens tackl along well updat certif select logic chang mention issu,4,6,crypt|tls|rsa|certificate,51,0.11764705882352941,0.34779518842697144
173,https://api.github.com/repos/macrozheng/mall/issues/173,pr,avail encrypt decrypt scheme,provid encrypt decrypt tool contain popular encrypt decrypt algorithm flexibl invok hope use,,3,7,availability|encrypt|crypt,18,0.3888888888888889,0.3471740484237671
1950,https://api.github.com/repos/TheAlgorithms/Python/issues/1950,pr,ad new algorithm crack caesar cipher chi squar test,describ chang creat new algorithm decod ciphertext encod caesar cipher use chi squar test algorithm cycl everi possibl key unless anoth alphabet specifi everi key decod messag key everi letter decod messag function first calcul amount time letter appear messag p use letter frequenc english languag amount time letter actual appear messag plug two chi squar formula calcul margin error key valu ad chi squar total key lowest total like key origin encrypt key argument text encod caesar cipher need decod option argument list contain one item everi letter alphabet specifi standard english alphabet use dictionari letter frequenc letter alphabet specifi averag english letter frequenc wikipedia use default case letter matter decod encod function return tupl form key cipher lowest chi squar total lowest chi squar total correspond like cipher decod messag like key exampl x add algorithm fix bug typo exist algorithm document chang checklist x read x pull request work plagiar x know pull request merg fail autom test x pr chang one algorithm file eas review pleas open separ prs separ algorithm x new python file place insid exist directori x filenam lowercas charact space dash x function variabl name follow python name convent x function paramet return valu annot python type x function pass autom test x new algorithm url comment point wikipedia similar explan x pull request resolv one open issu commit messag contain run one problem manual run test command say need two line top file command requir line top file,happen idea spellcheck complain cipher decrypt caesar chi squar py likelyhood likelihood cipher decrypt caesar chi squar py reffer refer cipher decrypt caesar chi squar py occur occurr cipher decrypt caesar chi squar py occur occurr cipher decrypt caesar chi squar py occur occurr cipher decrypt caesar chi squar py occur occurr cipher decrypt caesar chi squar py occur occurr cipher decrypt caesar chi squar py occur occurr ok thank review proceed chang think address request chang updat default argument ad doctest made function return tupl,6,33,crack|cipher|decode|encode|encrypt|crypt,343,0.09620991253644315,0.34609517455101013
5253,https://api.github.com/repos/osquery/osquery/issues/5253,issue,user ssh key encrypt detect logic work ed format key,bug report oper system version use version osqueri use step take reproduc issu expect see result return id ed encrypt password see instead one result show privat encrypt note detect logic look presenc string encrypt rsa dsa key fine new ed key includ,dup,5,8,ssh|encrypt|password|rsa|dsa,55,0.14545454545454545,0.3438106179237366
25218,https://api.github.com/repos/rails/rails/issues/25218,pr,fix messageencryptortest,r commit rubi rais long key pass rail test case aes cbc use key length aes cbc bit byte gener word string byte chang gener byte key ref,r pick review r overrid dup need handl gener key gener well oh sorray,3,5,encrypt|aes|cbc,45,0.1111111111111111,0.3432161211967468
6914,https://api.github.com/repos/netty/netty/issues/6914,pr,updat http securityutil cipher suit,motiv mozilla server side cipher suit recommend updat updat http securityutil exclud older cipher remov support dhe ciphersuit intermedi boringssl drop support cipher default cipher http,c ef,2,8,security|cipher,34,0.23529411764705882,0.3427331745624542
27188,https://api.github.com/repos/nodejs/node/issues/27188,pr,test test privateencrypt publicdecrypt pad,verifi rsa pad rsa pkc pad work advertis,lite ci ci new ci old one infra issu ci land fed dee c bddafa bb abf db ba,3,4,encrypt|crypt|rsa,33,0.12121212121212122,0.3421417772769928
3075,https://api.github.com/repos/nodejs/node/issues/3075,pr,crypto fip mode enabl,fix use openssl built fip support run system without fip enabl fedora,,2,2,crypt|openssl,17,0.11764705882352941,0.3420904278755188
118,https://api.github.com/repos/FiloSottile/mkcert/issues/118,issue,ecdsa certif support,great abil gener ecdsa certif go use test configur hybrid certif rsa ecdsa ecdsa certif,ad,3,9,ecdsa|certificate|rsa,20,0.45,0.34149956703186035
6046,https://api.github.com/repos/denoland/deno/issues/6046,pr,feat std hash reimplement hash rust,pr reimplement hash algorithm std hash rust rust crypto defin new interfac ensur hash algorithm uniform api structur believ deprec exist hash implement interfac support hash algorithm md md md ripemd ripemd sha sha sha sha sha sha sha sha sha keccak keccak keccak keccak,interest perform benchmark benchmark result cpu ram g deno releas hash byte data time algorithm time md ms md ms md ms ripemd ms ripemd ms sha ms sha ms sha ms sha ms sha ms sha ms sha ms sha ms sha ms keccak ms keccak ms keccak ms keccak ms think great contribut love see bcrypt argon integr well possibl includ found crate provid crate provid thank plan add cipher well pr get merg particularli interest speed js implement comparison js version hash test hash file variou size valu execut time ms kb algorithm js rust md sha sha sha sha sha sha sha sha mb algorithm js rust md sha sha sha sha sha sha sha sha mb algorithm js rust md sha sha sha sha sha sha sha sha leav full raw data refer algorithm js b rust b js kb rust kb js kb rust kb js kb rust kb js mb rust mb js mb rust mb js mb rust mb md sha sha sha sha sha sha sha sha thank data want saniti check inde faster worri patch add lot depend mayb worth support everi possibl hash function actual case wasm quit use pleas elabor wasm clear best practic use wasm case thank unfortun wasm stori complet one unabl import wasm file must load runtim said look project idea work hit project discord run problem port webassembl close pr favor,6,66,hash|crypt|sha|integrity|cipher|sanitise,289,0.22837370242214533,0.3413757085800171
703,https://api.github.com/repos/Kong/kong/issues/703,pr,fix hmac nonconst digest compar,constant digest comparis fix,,2,2,hmac|nonce,10,0.2,0.3413073718547821
478,https://api.github.com/repos/bitcoinbook/bitcoinbook/issues/478,issue,chapter two child public key ident,figur illustr child public key deriv hd wallet parent privat key parent chain code via child privat key figur illustr child public key altern deriv parent public key parent chain code allow applic extend public key hd wallet without expos parent privat key certainli correct obviou child public key deriv describ figur ident child public deriv describ figur normal public key deriv privat key differ figur think help add proof two child public key ident proof beyond scope book sentenc acknowledg trivial help,got question lookup spec want share find bip spec privat parent key privat child return child key ki pars il kpar public parent key public child return child key ki point pars il kpar defin spec pars il valu case sinc input hash function point point pars il kpar point pars il kpar thank rais issu contribut sentenc recommend ad,3,13,public key|private key|hash,150,0.08666666666666667,0.3408898115158081
24859,https://api.github.com/repos/golang/go/issues/24859,issue,x crypto ssh got error ssh short read older cipher,pleas answer question submit issu thank version go use go window amd issu reproduc latest releas yes oper system processor architectur use window amd linux darwin possibl provid recip reproduc error complet runnabl program good link play golang org best expect see error see instead dial connect creat connect without specifi cipher list got error ssh handshak fail ssh common algorithm client server cipher client offer aes gcmchacha poli aes ctr aes ctr aes ctr server offer aes cbc aes cbc des cbc aes cbc des cbc aes cbc aes cbc des cbc des cbc handshak got error ssh handshak fail ssh short read xshell connect error,cc softwar server run openssh p openssl l connect think server somehow follow spec log debug authent hanwen debug ssh msg kexinit sent debug ssh msg kexinit receiv debug kex algorithm diffi hellman group exchang sha debug kex host key algorithm ecdsa sha nistp debug kex server client cipher aes cbc mac hmac sha compress none debug kex client server cipher aes cbc mac hmac sha compress none debug ssh msg kex dh gex request sent debug got ssh msg kex dh gex group debug ssh msg kex dh gex init sent debug got ssh msg kex dh gex repli ssh dispatch run fatal connect port invalid format huawei vrp sshd protocol openssh connect success devic see file bugreport huawei note xshell implic shadowi deal see duplic issu,13,59,crypt|ssh|cipher|sha|aes|cbc|openssh|openssl|authentication|diffie hellman|ecdsa|hmac|validate,246,0.23983739837398374,0.3406522572040558
3568,https://api.github.com/repos/certbot/certbot/issues/3568,issue,export privat key,nice abl export privat key pem format case move anoth client manual,found script upgrad,2,3,private key|scripting,19,0.15789473684210525,0.3402644693851471
7389,https://api.github.com/repos/golang/go/issues/7389,issue,ssh unhandl messag open newsess,dmage ru newsess hang sshd openssh p hpn v openssl f jan gentoo step reproduc problem minim client code packer virtualbox run ssh start sshd hang newsess expect output messag quot done quot see instead one unhandl messag forev wait mainloop unhandl messag ssh kexinitmsg amp diffi hellman group exchang sha diffi hellman group exchang sha diffi hellman group sha diffi hellman group sha ssh rsa ssh dss aes ctr aes ctr aes ctr arcfour arcfour aes gcmae gcmae cbc des cbc blowfish cbc cast cbc aes cbc aes cbc arcfour rijndael cbcae ctr aes ctr arcfour arcfour aes gcmae cbc des cbc blowfish cbc cast cbc aes cbc aes cbc arcfour rijndael cbc hmac md etmumac etmumac etmhmac sha etmhmac sha etmhmac md etmhmac sha umac umac hmac sha hmac sha hmac ripemd hmac ripemd hmac sha hmac md hmac md etmhmac sha etmumac etmhmac sha etmhmac sha etmhmac sha etmhmac md etmhmac sha umac umac hmac sha hmac sha hmac ripemd hmac ripemd hmac sha hmac md none zlib none zlib fals oper system use gentoo version use run go version gccgo version go version go linux amd,comment label chang ad repo crypto releas none comment longer mainloop go crypto ssh updat go crypto try updat note comment dmage ru longer backward compat yes modif exampl work expect comment christian theun work expect mean reproduc issu fix issu bite gentoo user report current open packer issu comment dmage ru sorri ambigu fix comment statu chang fix,11,86,ssh|openssh|openssl|diffie hellman|sha|rsa|aes|cbc|rijndael|hmac|crypt,255,0.33725490196078434,0.33987459540367126
3995,https://api.github.com/repos/electron/electron/issues/3995,issue,document cryptograph algorithm use electron,order submit atom electron app mac app store provid inform cryptographi algorithm app use access implement incorpor check info propos creat document page list cryptographi algorithm use atom electron refer fill legal form,list algorithm pull chromium page aes nist sp nist sp rfc hmac fip ecdsa ans x ecdh ans x hkdf nist sp pbkdf rfc rsa rfc sha fip second list base openssl blowfish cast rfc rfc des fip dh rfc dsa ansi ec sec hmac rfc idea design secur block cipher book x lai md rfc md rfc md rfc mdc iso iec rc rfc rc rfc rc ripemd iso iec rsa rfc sha fip,11,16,crypt|aes|hmac|ecdsa|dsa|rsa|sha|openssl|signing|security|cipher,114,0.14035087719298245,0.3398248553276062
5397,https://api.github.com/repos/envoyproxy/envoy/issues/5397,issue,remov sha cipher suit default client side,intent remov remain sha cipher suit e default cipher suit client side chang affect deploy use default cipher suit e configur make outgo connect use cipher suit work envoy v newer eta e late,,2,7,sha|cipher,42,0.16666666666666666,0.33914634585380554
11722,https://api.github.com/repos/golang/go/issues/11722,issue,x crypto ssh hostkeycallback fail server multipl key,implement ssh client use ssh packag program check server public key use clientconfig hostkeycallback unfortun fail login server server multipl key e g ssh host ecdsa key ssh host rsa key ssh host dsa key client public key ecdsa ssh client googl go alway list host key algorithm ssh msg kexinit messag order ecdsa ecdsa ecdsa rsa dsa see sourc server ecdsa rsa key client know rsa public key implement googl go alway ecdsa ssh handshak fail ecdsa public key pass clientconfig hostkeycallback ssh handshak fail studi sourc code origin ssh tool order hostkeyalg function file sshconnect c find public key known host host place correspond algorithm begin list host key algorithm ssh msg kexinit exampl client rsa key host list algorithm pass server ssh rsa key known host ecdsa algorithm support client rfc chapter say first algorithm client name list satisfi requir support server must chosen algorithm side must disconnect implement googl go seem incorrect,sure bug want accept rsa key config keyexchang ssh keyalgorsa otherwis default use includ support key cert type common go supportedhostkey config keyexchang control algorithm ephemer key ie diffi hellman flavor use right bug rather current callback base approach check hostkey think simplest flexibl solut introduc clientconfig hostkeyalgorithm field known host file read popul field base cl mention issu,8,42,crypt|ssh|public key|login|ecdsa|dsa|rsa|diffie hellman,224,0.1875,0.33892902731895447
7516,https://api.github.com/repos/ohmyzsh/ohmyzsh/issues/7516,issue,ssh add alway prompt password,hi sinc last chang alway enter password one key problem use extract signatur key one key report key file reproduc whole thing fresh key openssl genrsa aes exampl key gener rsa privat key bit long modulu prime e x enter pass phrase exampl key verifi enter pass phrase exampl key ssh keygen l f exampl key exampl key key file key load ssh add exampl key enter passphras exampl key ident ad exampl key exampl key ssh add l sha pbyuzi oyfzmrg hpnbedv uuwqf rrayvmnll lfr exampl key rsa plugin alway tri load signatur new key fail alway enter passphras one key althoug load agent know think illeg key sinc last chang plugin everi new shell ask passphras,submit fix hope work pleas try report back hi one work key includ one report key file thank patch bug seem fix although think bug thank confirm merg issu bit key debian throw anyon point right direct fix,8,15,ssh|password|signature|openssl|rsa|aes|private key|sha,162,0.09259259259259259,0.3389188349246979
12207,https://api.github.com/repos/RocketChat/Rocket.Chat/issues/12207,issue,e e warn messag upload file encrypt,featur request relat problem pleas describ file upload encrypt channel encrypt text messag encrypt howev sinc entir channel display encrypt mani user assum file upload store encrypt avoid misunderstand danger confidenti data upload unencrypt think make sens warn user upload file upload encrypt describ solut upload file warn user file encrypt mark file unencrypt describ altern consid disabl file upload encrypt channel probabl viabl solut use configur featur channel room attribut disabl upload,,3,13,encrypt|danger|confidential,81,0.16049382716049382,0.338020920753479
45614,https://api.github.com/repos/DefinitelyTyped/DefinitelyTyped/issues/45614,issue,crypto generatekeypairsync support key type,tri use packag problem author sorri know els mention crypto ts support key type rsa dsa ec node howev nowaday ed ed x x dh pleas somebodi add especi ed,,4,5,crypt|authorise|rsa|dsa,36,0.1388888888888889,0.33731865882873535
33923,https://api.github.com/repos/golang/go/issues/33923,issue,crypto ed x crypto ed add validprivatekey method,mistakenli use byte random ed privatekey extrem confus signatur valid frantic tripl check data attempt sign verifi end etc experienc user trip less experienc user well ad method user check whether privat key valid help allevi suggest differ sourc error help user ensur use valid key sign data roughli though worri let peopl creat privatekey object determin whether valid try later sign stuff,cc look privatekey byte random seed clamp follow public key instead want check sign check privatekey length sure use byte random ah diagnos problem incorrectli assum gener public key privat key use scalarmult function keypair howev return last byte last byte privat key use public key read crypto rand public key return relationship privat key suppos privat key byte last byte public key function valid relationship think want encourag manual creat privat key ad valid function key gener generatekey newkeyfromse kind regret make generatekey return associ godoc late,6,26,crypt|validate|signing|signature|private key|public key,160,0.1625,0.33704420924186707
24413,https://api.github.com/repos/golang/go/issues/24413,issue,crytpo x marshalpkc privatekey doc erran say ecdsa publickey instead ecdsa privatekey,document error x marshalpkc privatekey doc say marshal ecdsa publickey author obvious meant ecdsa privatekey ecdsa publickey marshal x unknown key type marshal pkc ecdsa publickey,chang mention issu thank catch,2,7,ecdsa|authorise,44,0.1590909090909091,0.33688944578170776
351,https://api.github.com/repos/Blankj/AndroidUtilCode/issues/351,issue,encrypta null,encyptutil encrypta null,cipher init cipher decrypt mode keyspec ivspec ivparameterspec securerandom java secur invalidkeyexcept paramet init encrypta byte iv aes,5,9,encrypt|crypt|cipher|security|validate,24,0.375,0.33628547191619873
